provstate,iyear,imonth,UER
Nevada,1976,1,9.1
Nevada,1976,2,9.1
Nevada,1976,3,9
Nevada,1976,4,8.9
Nevada,1976,5,8.8
Nevada,1976,6,8.7
Nevada,1976,7,8.6
Nevada,1976,8,8.6
Nevada,1976,9,8.7
Nevada,1976,10,8.7
Nevada,1976,11,8.7
Nevada,1976,12,8.6
Nevada,1977,1,8.4
Nevada,1977,2,8.2
Nevada,1977,3,7.9
Nevada,1977,4,7.6
Nevada,1977,5,7.2
Nevada,1977,6,6.9
Nevada,1977,7,6.6
Nevada,1977,8,6.2
Nevada,1977,9,5.9
Nevada,1977,10,5.6
Nevada,1977,11,5.3
Nevada,1977,12,5.1
Nevada,1978,1,4.8
Nevada,1978,2,4.6
Nevada,1978,3,4.4
Nevada,1978,4,4.3
Nevada,1978,5,4.2
Nevada,1978,6,4.2
Nevada,1978,7,4.3
Nevada,1978,8,4.3
Nevada,1978,9,4.5
Nevada,1978,10,4.6
Nevada,1978,11,4.6
Nevada,1978,12,4.7
Nevada,1979,1,4.7
Nevada,1979,2,4.8
Nevada,1979,3,4.9
Nevada,1979,4,5
Nevada,1979,5,5
Nevada,1979,6,5.1
Nevada,1979,7,5.1
Nevada,1979,8,5.1
Nevada,1979,9,5
Nevada,1979,10,4.9
Nevada,1979,11,4.9
Nevada,1979,12,4.8
Nevada,1980,1,4.9
Nevada,1980,2,5.1
Nevada,1980,3,5.4
Nevada,1980,4,5.7
Nevada,1980,5,6.1
Nevada,1980,6,6.4
Nevada,1980,7,6.6
Nevada,1980,8,6.7
Nevada,1980,9,6.7
Nevada,1980,10,6.8
Nevada,1980,11,6.9
Nevada,1980,12,7
Nevada,1981,1,7
Nevada,1981,2,7.1
Nevada,1981,3,7
Nevada,1981,4,6.9
Nevada,1981,5,6.8
Nevada,1981,6,6.8
Nevada,1981,7,6.8
Nevada,1981,8,7
Nevada,1981,9,7.2
Nevada,1981,10,7.5
Nevada,1981,11,7.9
Nevada,1981,12,8.2
Nevada,1982,1,8.5
Nevada,1982,2,8.9
Nevada,1982,3,9.2
Nevada,1982,4,9.4
Nevada,1982,5,9.7
Nevada,1982,6,9.9
Nevada,1982,7,10.1
Nevada,1982,8,10.3
Nevada,1982,9,10.5
Nevada,1982,10,10.6
Nevada,1982,11,10.8
Nevada,1982,12,10.9
Nevada,1983,1,10.8
Nevada,1983,2,10.7
Nevada,1983,3,10.6
Nevada,1983,4,10.3
Nevada,1983,5,10.1
Nevada,1983,6,9.8
Nevada,1983,7,9.5
Nevada,1983,8,9.2
Nevada,1983,9,8.9
Nevada,1983,10,8.6
Nevada,1983,11,8.4
Nevada,1983,12,8.1
Nevada,1984,1,7.9
Nevada,1984,2,7.8
Nevada,1984,3,7.7
Nevada,1984,4,7.7
Nevada,1984,5,7.7
Nevada,1984,6,7.8
Nevada,1984,7,7.9
Nevada,1984,8,8
Nevada,1984,9,8
Nevada,1984,10,8
Nevada,1984,11,8
Nevada,1984,12,8
Nevada,1985,1,8
Nevada,1985,2,8
Nevada,1985,3,8
Nevada,1985,4,8
Nevada,1985,5,7.9
Nevada,1985,6,7.8
Nevada,1985,7,7.7
Nevada,1985,8,7.6
Nevada,1985,9,7.5
Nevada,1985,10,7.4
Nevada,1985,11,7.3
Nevada,1985,12,7.1
Nevada,1986,1,6.9
Nevada,1986,2,6.7
Nevada,1986,3,6.5
Nevada,1986,4,6.4
Nevada,1986,5,6.2
Nevada,1986,6,6.1
Nevada,1986,7,6
Nevada,1986,8,5.9
Nevada,1986,9,5.9
Nevada,1986,10,5.9
Nevada,1986,11,5.9
Nevada,1986,12,6
Nevada,1987,1,6
Nevada,1987,2,6
Nevada,1987,3,6.1
Nevada,1987,4,6.1
Nevada,1987,5,6.1
Nevada,1987,6,6.1
Nevada,1987,7,6.1
Nevada,1987,8,6.1
Nevada,1987,9,6.1
Nevada,1987,10,6.1
Nevada,1987,11,6
Nevada,1987,12,5.9
Nevada,1988,1,5.7
Nevada,1988,2,5.6
Nevada,1988,3,5.5
Nevada,1988,4,5.4
Nevada,1988,5,5.3
Nevada,1988,6,5.3
Nevada,1988,7,5.2
Nevada,1988,8,5.1
Nevada,1988,9,5
Nevada,1988,10,5
Nevada,1988,11,4.9
Nevada,1988,12,4.8
Nevada,1989,1,4.8
Nevada,1989,2,4.8
Nevada,1989,3,4.8
Nevada,1989,4,4.7
Nevada,1989,5,4.7
Nevada,1989,6,4.7
Nevada,1989,7,4.7
Nevada,1989,8,4.7
Nevada,1989,9,4.7
Nevada,1989,10,4.7
Nevada,1989,11,4.7
Nevada,1989,12,4.7
Nevada,1990,1,4.5
Nevada,1990,2,4.4
Nevada,1990,3,4.4
Nevada,1990,4,4.4
Nevada,1990,5,4.5
Nevada,1990,6,4.6
Nevada,1990,7,4.7
Nevada,1990,8,4.8
Nevada,1990,9,4.9
Nevada,1990,10,5
Nevada,1990,11,5.2
Nevada,1990,12,5.3
Nevada,1991,1,5.5
Nevada,1991,2,5.6
Nevada,1991,3,5.7
Nevada,1991,4,5.8
Nevada,1991,5,5.8
Nevada,1991,6,5.8
Nevada,1991,7,5.8
Nevada,1991,8,5.8
Nevada,1991,9,5.9
Nevada,1991,10,6
Nevada,1991,11,6.2
Nevada,1991,12,6.3
Nevada,1992,1,6.4
Nevada,1992,2,6.5
Nevada,1992,3,6.6
Nevada,1992,4,6.6
Nevada,1992,5,6.6
Nevada,1992,6,6.7
Nevada,1992,7,6.7
Nevada,1992,8,6.7
Nevada,1992,9,6.7
Nevada,1992,10,6.7
Nevada,1992,11,6.7
Nevada,1992,12,6.8
Nevada,1993,1,6.8
Nevada,1993,2,6.9
Nevada,1993,3,6.9
Nevada,1993,4,7
Nevada,1993,5,7
Nevada,1993,6,7
Nevada,1993,7,7
Nevada,1993,8,6.9
Nevada,1993,9,6.8
Nevada,1993,10,6.7
Nevada,1993,11,6.6
Nevada,1993,12,6.6
Nevada,1994,1,6.5
Nevada,1994,2,6.4
Nevada,1994,3,6.3
Nevada,1994,4,6.3
Nevada,1994,5,6.2
Nevada,1994,6,6.2
Nevada,1994,7,6.1
Nevada,1994,8,6.1
Nevada,1994,9,6.1
Nevada,1994,10,6
Nevada,1994,11,6
Nevada,1994,12,5.9
Nevada,1995,1,5.9
Nevada,1995,2,5.8
Nevada,1995,3,5.7
Nevada,1995,4,5.7
Nevada,1995,5,5.6
Nevada,1995,6,5.6
Nevada,1995,7,5.5
Nevada,1995,8,5.5
Nevada,1995,9,5.4
Nevada,1995,10,5.4
Nevada,1995,11,5.4
Nevada,1995,12,5.3
Nevada,1996,1,5.3
Nevada,1996,2,5.2
Nevada,1996,3,5.2
Nevada,1996,4,5.2
Nevada,1996,5,5.1
Nevada,1996,6,5.1
Nevada,1996,7,5.1
Nevada,1996,8,5
Nevada,1996,9,4.9
Nevada,1996,10,4.9
Nevada,1996,11,4.8
Nevada,1996,12,4.7
Nevada,1997,1,4.6
Nevada,1997,2,4.5
Nevada,1997,3,4.4
Nevada,1997,4,4.4
Nevada,1997,5,4.4
Nevada,1997,6,4.3
Nevada,1997,7,4.3
Nevada,1997,8,4.3
Nevada,1997,9,4.3
Nevada,1997,10,4.3
Nevada,1997,11,4.4
Nevada,1997,12,4.4
Nevada,1998,1,4.5
Nevada,1998,2,4.5
Nevada,1998,3,4.5
Nevada,1998,4,4.5
Nevada,1998,5,4.4
Nevada,1998,6,4.3
Nevada,1998,7,4.2
Nevada,1998,8,4.1
Nevada,1998,9,4
Nevada,1998,10,3.9
Nevada,1998,11,3.8
Nevada,1998,12,3.8
Nevada,1999,1,3.7
Nevada,1999,2,3.8
Nevada,1999,3,3.8
Nevada,1999,4,3.9
Nevada,1999,5,4
Nevada,1999,6,4.1
Nevada,1999,7,4.2
Nevada,1999,8,4.2
Nevada,1999,9,4.1
Nevada,1999,10,4
Nevada,1999,11,3.9
Nevada,1999,12,3.9
Nevada,2000,1,3.9
Nevada,2000,2,3.9
Nevada,2000,3,3.9
Nevada,2000,4,4
Nevada,2000,5,4
Nevada,2000,6,4.1
Nevada,2000,7,4.1
Nevada,2000,8,4.2
Nevada,2000,9,4.3
Nevada,2000,10,4.4
Nevada,2000,11,4.5
Nevada,2000,12,4.5
Nevada,2001,1,4.6
Nevada,2001,2,4.7
Nevada,2001,3,4.7
Nevada,2001,4,4.8
Nevada,2001,5,4.9
Nevada,2001,6,4.9
Nevada,2001,7,5.1
Nevada,2001,8,5.3
Nevada,2001,9,5.5
Nevada,2001,10,5.8
Nevada,2001,11,6
Nevada,2001,12,6.1
Nevada,2002,1,6.1
Nevada,2002,2,6.1
Nevada,2002,3,6
Nevada,2002,4,5.9
Nevada,2002,5,5.7
Nevada,2002,6,5.6
Nevada,2002,7,5.5
Nevada,2002,8,5.5
Nevada,2002,9,5.4
Nevada,2002,10,5.3
Nevada,2002,11,5.3
Nevada,2002,12,5.3
Nevada,2003,1,5.3
Nevada,2003,2,5.3
Nevada,2003,3,5.2
Nevada,2003,4,5.2
Nevada,2003,5,5.2
Nevada,2003,6,5.2
Nevada,2003,7,5.2
Nevada,2003,8,5.1
Nevada,2003,9,5
Nevada,2003,10,4.9
Nevada,2003,11,4.8
Nevada,2003,12,4.7
Nevada,2004,1,4.6
Nevada,2004,2,4.5
Nevada,2004,3,4.5
Nevada,2004,4,4.4
Nevada,2004,5,4.4
Nevada,2004,6,4.3
Nevada,2004,7,4.2
Nevada,2004,8,4.2
Nevada,2004,9,4.1
Nevada,2004,10,4.1
Nevada,2004,11,4.1
Nevada,2004,12,4.1
Nevada,2005,1,4.1
Nevada,2005,2,4.1
Nevada,2005,3,4.1
Nevada,2005,4,4.1
Nevada,2005,5,4.1
Nevada,2005,6,4.1
Nevada,2005,7,4.1
Nevada,2005,8,4.1
Nevada,2005,9,4.1
Nevada,2005,10,4
Nevada,2005,11,3.9
Nevada,2005,12,3.9
Nevada,2006,1,3.9
Nevada,2006,2,3.9
Nevada,2006,3,3.9
Nevada,2006,4,4
Nevada,2006,5,4
Nevada,2006,6,4
Nevada,2006,7,4.1
Nevada,2006,8,4.1
Nevada,2006,9,4.1
Nevada,2006,10,4.1
Nevada,2006,11,4.1
Nevada,2006,12,4.1
Nevada,2007,1,4.1
Nevada,2007,2,4.1
Nevada,2007,3,4.2
Nevada,2007,4,4.2
Nevada,2007,5,4.3
Nevada,2007,6,4.4
Nevada,2007,7,4.5
Nevada,2007,8,4.6
Nevada,2007,9,4.7
Nevada,2007,10,4.8
Nevada,2007,11,4.9
Nevada,2007,12,5.1
Nevada,2008,1,5.2
Nevada,2008,2,5.4
Nevada,2008,3,5.5
Nevada,2008,4,5.8
Nevada,2008,5,6
Nevada,2008,6,6.3
Nevada,2008,7,6.6
Nevada,2008,8,7
Nevada,2008,9,7.4
Nevada,2008,10,7.9
Nevada,2008,11,8.5
Nevada,2008,12,9
Nevada,2009,1,9.6
Nevada,2009,2,10.1
Nevada,2009,3,10.5
Nevada,2009,4,10.8
Nevada,2009,5,11.2
Nevada,2009,6,11.5
Nevada,2009,7,11.7
Nevada,2009,8,12
Nevada,2009,9,12.2
Nevada,2009,10,12.4
Nevada,2009,11,12.6
Nevada,2009,12,12.8
Nevada,2010,1,13.1
Nevada,2010,2,13.3
Nevada,2010,3,13.4
Nevada,2010,4,13.5
Nevada,2010,5,13.6
Nevada,2010,6,13.6
Nevada,2010,7,13.6
Nevada,2010,8,13.6
Nevada,2010,9,13.7
Nevada,2010,10,13.7
Nevada,2010,11,13.7
Nevada,2010,12,13.6
Nevada,2011,1,13.5
Nevada,2011,2,13.4
Nevada,2011,3,13.3
Nevada,2011,4,13.2
Nevada,2011,5,13.2
Nevada,2011,6,13.1
Nevada,2011,7,13.1
Nevada,2011,8,13
Nevada,2011,9,12.9
Nevada,2011,10,12.7
Nevada,2011,11,12.5
Nevada,2011,12,12.3
Nevada,2012,1,12
Nevada,2012,2,11.8
Nevada,2012,3,11.6
Nevada,2012,4,11.5
Nevada,2012,5,11.4
Nevada,2012,6,11.2
Nevada,2012,7,11.1
Nevada,2012,8,10.9
Nevada,2012,9,10.8
Nevada,2012,10,10.6
Nevada,2012,11,10.5
Nevada,2012,12,10.4
Nevada,2013,1,10.3
Nevada,2013,2,10.2
Nevada,2013,3,10
Nevada,2013,4,9.9
Nevada,2013,5,9.7
Nevada,2013,6,9.6
Nevada,2013,7,9.5
Nevada,2013,8,9.3
Nevada,2013,9,9.1
Nevada,2013,10,9
Nevada,2013,11,8.8
Nevada,2013,12,8.7
Nevada,2014,1,8.6
Nevada,2014,2,8.4
Nevada,2014,3,8.3
Nevada,2014,4,8.2
Nevada,2014,5,8.1
Nevada,2014,6,7.9
Nevada,2014,7,7.8
Nevada,2014,8,7.6
Nevada,2014,9,7.6
Nevada,2014,10,7.5
Nevada,2014,11,7.4
Nevada,2014,12,7.3
Nevada,2015,1,7.2
Nevada,2015,2,7.1
Nevada,2015,3,7
Nevada,2015,4,6.9
Nevada,2015,5,6.9
Nevada,2015,6,6.8
Nevada,2015,7,6.8
Nevada,2015,8,6.7
Nevada,2015,9,6.6
Nevada,2015,10,6.5
Nevada,2015,11,6.4
Nevada,2015,12,6.3
Nevada,2016,1,6.2
Nevada,2016,2,6.1
Nevada,2016,3,6
Nevada,2016,4,5.9
Nevada,2016,5,5.8
Nevada,2016,6,5.7
Nevada,2016,7,5.6
Nevada,2016,8,5.5
Nevada,2016,9,5.4
Nevada,2016,10,5.3
Nevada,2016,11,5.2
Nevada,2016,12,5.1
Nevada,2017,1,5
Nevada,2017,2,4.9
Nevada,2017,3,4.8
Nevada,2017,4,4.7
Nevada,2017,5,4.7
Nevada,2017,6,4.7
Nevada,2017,7,4.8
Nevada,2017,8,4.9
Nevada,2017,9,4.9
Nevada,2017,10,5
Iowa,1976,1,4.3
Iowa,1976,2,4.3
Iowa,1976,3,4.2
Iowa,1976,4,4.1
Iowa,1976,5,4
Iowa,1976,6,3.9
Iowa,1976,7,3.9
Iowa,1976,8,3.8
Iowa,1976,9,3.8
Iowa,1976,10,3.9
Iowa,1976,11,3.9
Iowa,1976,12,3.9
Iowa,1977,1,3.9
Iowa,1977,2,3.9
Iowa,1977,3,3.9
Iowa,1977,4,3.9
Iowa,1977,5,3.9
Iowa,1977,6,3.9
Iowa,1977,7,4
Iowa,1977,8,3.9
Iowa,1977,9,3.9
Iowa,1977,10,3.9
Iowa,1977,11,3.8
Iowa,1977,12,3.8
Iowa,1978,1,3.9
Iowa,1978,2,3.9
Iowa,1978,3,3.9
Iowa,1978,4,3.9
Iowa,1978,5,3.8
Iowa,1978,6,3.7
Iowa,1978,7,3.7
Iowa,1978,8,3.7
Iowa,1978,9,3.8
Iowa,1978,10,3.9
Iowa,1978,11,4
Iowa,1978,12,4
Iowa,1979,1,4.1
Iowa,1979,2,4.1
Iowa,1979,3,4.1
Iowa,1979,4,4.1
Iowa,1979,5,4.1
Iowa,1979,6,4.1
Iowa,1979,7,4.1
Iowa,1979,8,4.2
Iowa,1979,9,4.3
Iowa,1979,10,4.4
Iowa,1979,11,4.5
Iowa,1979,12,4.5
Iowa,1980,1,4.7
Iowa,1980,2,4.9
Iowa,1980,3,5.2
Iowa,1980,4,5.6
Iowa,1980,5,6.1
Iowa,1980,6,6.5
Iowa,1980,7,6.7
Iowa,1980,8,6.8
Iowa,1980,9,6.8
Iowa,1980,10,6.6
Iowa,1980,11,6.5
Iowa,1980,12,6.3
Iowa,1981,1,6.2
Iowa,1981,2,6.1
Iowa,1981,3,6.1
Iowa,1981,4,6.1
Iowa,1981,5,6.2
Iowa,1981,6,6.3
Iowa,1981,7,6.4
Iowa,1981,8,6.6
Iowa,1981,9,6.8
Iowa,1981,10,7.1
Iowa,1981,11,7.4
Iowa,1981,12,7.6
Iowa,1982,1,7.9
Iowa,1982,2,8.1
Iowa,1982,3,8.3
Iowa,1982,4,8.4
Iowa,1982,5,8.5
Iowa,1982,6,8.5
Iowa,1982,7,8.5
Iowa,1982,8,8.6
Iowa,1982,9,8.7
Iowa,1982,10,8.8
Iowa,1982,11,8.9
Iowa,1982,12,9
Iowa,1983,1,9.1
Iowa,1983,2,9
Iowa,1983,3,8.9
Iowa,1983,4,8.7
Iowa,1983,5,8.5
Iowa,1983,6,8.2
Iowa,1983,7,8
Iowa,1983,8,7.8
Iowa,1983,9,7.6
Iowa,1983,10,7.4
Iowa,1983,11,7.2
Iowa,1983,12,7.1
Iowa,1984,1,7
Iowa,1984,2,6.9
Iowa,1984,3,6.9
Iowa,1984,4,6.9
Iowa,1984,5,6.9
Iowa,1984,6,6.8
Iowa,1984,7,6.8
Iowa,1984,8,6.9
Iowa,1984,9,7
Iowa,1984,10,7.1
Iowa,1984,11,7.2
Iowa,1984,12,7.4
Iowa,1985,1,7.4
Iowa,1985,2,7.5
Iowa,1985,3,7.5
Iowa,1985,4,7.5
Iowa,1985,5,7.5
Iowa,1985,6,7.5
Iowa,1985,7,7.5
Iowa,1985,8,7.5
Iowa,1985,9,7.4
Iowa,1985,10,7.4
Iowa,1985,11,7.4
Iowa,1985,12,7.3
Iowa,1986,1,7.3
Iowa,1986,2,7.2
Iowa,1986,3,7.2
Iowa,1986,4,7.1
Iowa,1986,5,7
Iowa,1986,6,6.9
Iowa,1986,7,6.7
Iowa,1986,8,6.6
Iowa,1986,9,6.5
Iowa,1986,10,6.3
Iowa,1986,11,6.2
Iowa,1986,12,6.1
Iowa,1987,1,6
Iowa,1987,2,5.8
Iowa,1987,3,5.8
Iowa,1987,4,5.7
Iowa,1987,5,5.6
Iowa,1987,6,5.6
Iowa,1987,7,5.5
Iowa,1987,8,5.4
Iowa,1987,9,5.3
Iowa,1987,10,5.2
Iowa,1987,11,5.1
Iowa,1987,12,4.9
Iowa,1988,1,4.8
Iowa,1988,2,4.7
Iowa,1988,3,4.6
Iowa,1988,4,4.6
Iowa,1988,5,4.6
Iowa,1988,6,4.5
Iowa,1988,7,4.5
Iowa,1988,8,4.5
Iowa,1988,9,4.4
Iowa,1988,10,4.3
Iowa,1988,11,4.3
Iowa,1988,12,4.2
Iowa,1989,1,4.1
Iowa,1989,2,4.1
Iowa,1989,3,4.1
Iowa,1989,4,4.1
Iowa,1989,5,4.1
Iowa,1989,6,4.2
Iowa,1989,7,4.3
Iowa,1989,8,4.3
Iowa,1989,9,4.3
Iowa,1989,10,4.3
Iowa,1989,11,4.2
Iowa,1989,12,4.2
Iowa,1990,1,4.3
Iowa,1990,2,4.3
Iowa,1990,3,4.3
Iowa,1990,4,4.3
Iowa,1990,5,4.3
Iowa,1990,6,4.4
Iowa,1990,7,4.4
Iowa,1990,8,4.4
Iowa,1990,9,4.5
Iowa,1990,10,4.5
Iowa,1990,11,4.6
Iowa,1990,12,4.7
Iowa,1991,1,4.7
Iowa,1991,2,4.8
Iowa,1991,3,4.8
Iowa,1991,4,4.7
Iowa,1991,5,4.7
Iowa,1991,6,4.6
Iowa,1991,7,4.6
Iowa,1991,8,4.6
Iowa,1991,9,4.6
Iowa,1991,10,4.6
Iowa,1991,11,4.7
Iowa,1991,12,4.7
Iowa,1992,1,4.7
Iowa,1992,2,4.7
Iowa,1992,3,4.6
Iowa,1992,4,4.6
Iowa,1992,5,4.5
Iowa,1992,6,4.5
Iowa,1992,7,4.4
Iowa,1992,8,4.4
Iowa,1992,9,4.4
Iowa,1992,10,4.3
Iowa,1992,11,4.3
Iowa,1992,12,4.2
Iowa,1993,1,4.2
Iowa,1993,2,4.2
Iowa,1993,3,4.2
Iowa,1993,4,4.2
Iowa,1993,5,4.2
Iowa,1993,6,4.2
Iowa,1993,7,4.1
Iowa,1993,8,4
Iowa,1993,9,3.9
Iowa,1993,10,3.9
Iowa,1993,11,3.8
Iowa,1993,12,3.8
Iowa,1994,1,3.8
Iowa,1994,2,3.7
Iowa,1994,3,3.7
Iowa,1994,4,3.6
Iowa,1994,5,3.5
Iowa,1994,6,3.4
Iowa,1994,7,3.4
Iowa,1994,8,3.4
Iowa,1994,9,3.4
Iowa,1994,10,3.4
Iowa,1994,11,3.4
Iowa,1994,12,3.4
Iowa,1995,1,3.4
Iowa,1995,2,3.4
Iowa,1995,3,3.4
Iowa,1995,4,3.5
Iowa,1995,5,3.5
Iowa,1995,6,3.5
Iowa,1995,7,3.5
Iowa,1995,8,3.5
Iowa,1995,9,3.4
Iowa,1995,10,3.4
Iowa,1995,11,3.4
Iowa,1995,12,3.5
Iowa,1996,1,3.5
Iowa,1996,2,3.5
Iowa,1996,3,3.6
Iowa,1996,4,3.6
Iowa,1996,5,3.6
Iowa,1996,6,3.5
Iowa,1996,7,3.5
Iowa,1996,8,3.5
Iowa,1996,9,3.5
Iowa,1996,10,3.5
Iowa,1996,11,3.5
Iowa,1996,12,3.5
Iowa,1997,1,3.4
Iowa,1997,2,3.4
Iowa,1997,3,3.3
Iowa,1997,4,3.2
Iowa,1997,5,3.1
Iowa,1997,6,3.1
Iowa,1997,7,3
Iowa,1997,8,3
Iowa,1997,9,3
Iowa,1997,10,2.9
Iowa,1997,11,2.9
Iowa,1997,12,2.8
Iowa,1998,1,2.8
Iowa,1998,2,2.8
Iowa,1998,3,2.7
Iowa,1998,4,2.7
Iowa,1998,5,2.7
Iowa,1998,6,2.7
Iowa,1998,7,2.7
Iowa,1998,8,2.7
Iowa,1998,9,2.8
Iowa,1998,10,2.8
Iowa,1998,11,2.8
Iowa,1998,12,2.7
Iowa,1999,1,2.7
Iowa,1999,2,2.6
Iowa,1999,3,2.6
Iowa,1999,4,2.6
Iowa,1999,5,2.6
Iowa,1999,6,2.7
Iowa,1999,7,2.7
Iowa,1999,8,2.6
Iowa,1999,9,2.6
Iowa,1999,10,2.5
Iowa,1999,11,2.5
Iowa,1999,12,2.4
Iowa,2000,1,2.4
Iowa,2000,2,2.4
Iowa,2000,3,2.4
Iowa,2000,4,2.5
Iowa,2000,5,2.5
Iowa,2000,6,2.6
Iowa,2000,7,2.6
Iowa,2000,8,2.7
Iowa,2000,9,2.7
Iowa,2000,10,2.8
Iowa,2000,11,2.9
Iowa,2000,12,2.9
Iowa,2001,1,3
Iowa,2001,2,3.1
Iowa,2001,3,3.2
Iowa,2001,4,3.2
Iowa,2001,5,3.2
Iowa,2001,6,3.2
Iowa,2001,7,3.3
Iowa,2001,8,3.3
Iowa,2001,9,3.4
Iowa,2001,10,3.6
Iowa,2001,11,3.7
Iowa,2001,12,3.8
Iowa,2002,1,3.9
Iowa,2002,2,3.9
Iowa,2002,3,4
Iowa,2002,4,4
Iowa,2002,5,4
Iowa,2002,6,4
Iowa,2002,7,4
Iowa,2002,8,4
Iowa,2002,9,4
Iowa,2002,10,4
Iowa,2002,11,4.1
Iowa,2002,12,4.2
Iowa,2003,1,4.3
Iowa,2003,2,4.4
Iowa,2003,3,4.5
Iowa,2003,4,4.6
Iowa,2003,5,4.6
Iowa,2003,6,4.6
Iowa,2003,7,4.6
Iowa,2003,8,4.6
Iowa,2003,9,4.6
Iowa,2003,10,4.5
Iowa,2003,11,4.5
Iowa,2003,12,4.4
Iowa,2004,1,4.4
Iowa,2004,2,4.4
Iowa,2004,3,4.4
Iowa,2004,4,4.4
Iowa,2004,5,4.5
Iowa,2004,6,4.5
Iowa,2004,7,4.5
Iowa,2004,8,4.6
Iowa,2004,9,4.6
Iowa,2004,10,4.6
Iowa,2004,11,4.5
Iowa,2004,12,4.5
Iowa,2005,1,4.5
Iowa,2005,2,4.4
Iowa,2005,3,4.4
Iowa,2005,4,4.3
Iowa,2005,5,4.3
Iowa,2005,6,4.2
Iowa,2005,7,4.2
Iowa,2005,8,4.2
Iowa,2005,9,4.2
Iowa,2005,10,4.2
Iowa,2005,11,4.1
Iowa,2005,12,4
Iowa,2006,1,3.9
Iowa,2006,2,3.8
Iowa,2006,3,3.7
Iowa,2006,4,3.6
Iowa,2006,5,3.6
Iowa,2006,6,3.6
Iowa,2006,7,3.7
Iowa,2006,8,3.7
Iowa,2006,9,3.7
Iowa,2006,10,3.7
Iowa,2006,11,3.7
Iowa,2006,12,3.7
Iowa,2007,1,3.7
Iowa,2007,2,3.7
Iowa,2007,3,3.7
Iowa,2007,4,3.7
Iowa,2007,5,3.7
Iowa,2007,6,3.7
Iowa,2007,7,3.7
Iowa,2007,8,3.7
Iowa,2007,9,3.7
Iowa,2007,10,3.7
Iowa,2007,11,3.7
Iowa,2007,12,3.7
Iowa,2008,1,3.7
Iowa,2008,2,3.7
Iowa,2008,3,3.8
Iowa,2008,4,3.9
Iowa,2008,5,4
Iowa,2008,6,4.1
Iowa,2008,7,4.2
Iowa,2008,8,4.3
Iowa,2008,9,4.5
Iowa,2008,10,4.7
Iowa,2008,11,5
Iowa,2008,12,5.3
Iowa,2009,1,5.7
Iowa,2009,2,6.1
Iowa,2009,3,6.4
Iowa,2009,4,6.5
Iowa,2009,5,6.6
Iowa,2009,6,6.6
Iowa,2009,7,6.6
Iowa,2009,8,6.6
Iowa,2009,9,6.5
Iowa,2009,10,6.5
Iowa,2009,11,6.4
Iowa,2009,12,6.4
Iowa,2010,1,6.4
Iowa,2010,2,6.3
Iowa,2010,3,6.2
Iowa,2010,4,6.1
Iowa,2010,5,6
Iowa,2010,6,5.9
Iowa,2010,7,5.9
Iowa,2010,8,5.9
Iowa,2010,9,5.8
Iowa,2010,10,5.8
Iowa,2010,11,5.8
Iowa,2010,12,5.7
Iowa,2011,1,5.7
Iowa,2011,2,5.6
Iowa,2011,3,5.5
Iowa,2011,4,5.5
Iowa,2011,5,5.5
Iowa,2011,6,5.5
Iowa,2011,7,5.5
Iowa,2011,8,5.5
Iowa,2011,9,5.5
Iowa,2011,10,5.4
Iowa,2011,11,5.3
Iowa,2011,12,5.3
Iowa,2012,1,5.2
Iowa,2012,2,5.1
Iowa,2012,3,5
Iowa,2012,4,5
Iowa,2012,5,5
Iowa,2012,6,5
Iowa,2012,7,5
Iowa,2012,8,5
Iowa,2012,9,5
Iowa,2012,10,4.9
Iowa,2012,11,4.9
Iowa,2012,12,4.9
Iowa,2013,1,4.9
Iowa,2013,2,4.9
Iowa,2013,3,4.9
Iowa,2013,4,4.9
Iowa,2013,5,4.8
Iowa,2013,6,4.7
Iowa,2013,7,4.7
Iowa,2013,8,4.6
Iowa,2013,9,4.5
Iowa,2013,10,4.5
Iowa,2013,11,4.4
Iowa,2013,12,4.4
Iowa,2014,1,4.4
Iowa,2014,2,4.4
Iowa,2014,3,4.4
Iowa,2014,4,4.3
Iowa,2014,5,4.3
Iowa,2014,6,4.3
Iowa,2014,7,4.2
Iowa,2014,8,4.2
Iowa,2014,9,4.2
Iowa,2014,10,4.1
Iowa,2014,11,4.1
Iowa,2014,12,4
Iowa,2015,1,4
Iowa,2015,2,3.9
Iowa,2015,3,3.9
Iowa,2015,4,3.8
Iowa,2015,5,3.8
Iowa,2015,6,3.8
Iowa,2015,7,3.8
Iowa,2015,8,3.8
Iowa,2015,9,3.8
Iowa,2015,10,3.8
Iowa,2015,11,3.8
Iowa,2015,12,3.8
Iowa,2016,1,3.8
Iowa,2016,2,3.8
Iowa,2016,3,3.8
Iowa,2016,4,3.8
Iowa,2016,5,3.8
Iowa,2016,6,3.8
Iowa,2016,7,3.7
Iowa,2016,8,3.7
Iowa,2016,9,3.6
Iowa,2016,10,3.6
Iowa,2016,11,3.5
Iowa,2016,12,3.5
Iowa,2017,1,3.4
Iowa,2017,2,3.2
Iowa,2017,3,3.1
Iowa,2017,4,3.1
Iowa,2017,5,3.1
Iowa,2017,6,3.2
Iowa,2017,7,3.2
Iowa,2017,8,3.3
Iowa,2017,9,3.2
Iowa,2017,10,3
New Jersey,1976,1,10.2
New Jersey,1976,2,10.2
New Jersey,1976,3,10.2
New Jersey,1976,4,10.3
New Jersey,1976,5,10.3
New Jersey,1976,6,10.4
New Jersey,1976,7,10.4
